municipio,br,km,tipo_acidente,causa_acidente,tracado_via,tipo_pista,fase_dia,condicao_metereologica,veiculos,pessoas,ilesos,feridos,feridos_graves,feridos_leves,mortos,ignorados
Nova Fatima,324,401.5,Colisão Transversal,Ultrapassagem Indevida,Reta,Simples,Anoitecer,Ceu Claro,2,9,0,3,3,0,6,0
Nova Lacerda,174,356.2,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,13,2,5,0,5,6,0
Oroco,428,56.1,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Chuva,3,7,1,0,0,0,6,0
Padre Bernardo,80,47,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,8,0,2,1,1,6,0
Palmares,101,180,Colisão Frontal,Outras,Reta,Simples,Amanhecer,Ceu Claro,2,7,1,0,0,0,6,0
Palmares,101,194,Colisão Transversal,Outras,Reta,Simples,Pleno Dia,Nublado,2,18,0,6,2,4,6,6
Papanduva,116,61.1,Colisão Traseira,Velocidade Incompatível,Curva,Simples,Plena Noite,Chuva,3,7,1,0,0,0,6,0
Paraiso Do Tocantins,153,489,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Plena Noite,Chuva,2,7,0,1,0,1,6,0
Parnamirim,304,306,Colisão Frontal,Outras,Reta,Duplicada,Pleno Dia,Chuva,2,8,0,2,2,0,6,0
Pedro Gomes,163,782.2,Colisão Frontal,Outras,Reta,Simples,Amanhecer,Ceu Claro,2,7,1,0,0,0,6,0
Periquito,381,180,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Plena Noite,Ceu Claro,4,10,2,2,2,0,6,0
Pilar,316,255.2,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Chuva,2,20,1,13,13,0,6,0
Planalto,116,785.6,Colisão Transversal,Outras,Reta,Simples,Pleno Dia,Nevoeiro/Neblina,2,7,0,1,1,0,6,0
Pocoes,116,7489,Saída De Pista,Outras,Reta,Duplicada,Amanhecer,Ceu Claro,1,49,0,41,8,33,6,2
Ponta Grossa,376,464.8,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,3,10,1,3,2,1,6,0
Porto Franco,10,164,Colisão Lateral,Defeito Na Via,Não Informado,Simples,Pleno Dia,Nublado,4,10,2,2,1,1,6,0
Porto Seguro,367,28.9,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Plena Noite,Ceu Claro,2,7,0,1,1,0,6,0
Porto Seguro,367,40,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Plena Noite,Chuva,2,7,0,1,1,0,6,0
Presidente Figueiredo,174,146.5,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Ceu Claro,3,12,3,3,2,1,6,0
Rio Dos Bois,153,379.5,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,2,7,0,1,1,0,6,0
Salinas,251,283.4,Colisão Traseira,Dormindo,Reta,Simples,Plena Noite,Ceu Claro,2,10,1,3,2,1,6,0
Salinas,251,304,Colisão Frontal,Dormindo,Reta,Simples,Amanhecer,Ceu Claro,3,12,2,4,4,0,6,0
Santa Luzia Do Para,316,173.4,Colisão Transversal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Chuva,2,8,0,2,2,0,6,0
Santa Rita,135,65.9,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Sol,3,10,3,1,0,1,6,0
Santa Rosa Do Sul,101,440.6,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Chuva,2,8,1,1,1,0,6,0
Santo Antonio Da Barra,60,350.4,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Ceu Claro,2,8,0,2,0,2,6,0
Sao Goncalo Do Rio Abaixo,381,358,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,6,10,4,0,0,0,6,0
Sao Goncalo Do Rio Abaixo,381,3875,Colisão Lateral,Falta De Atenção À Condução,Reta,Simples,Amanhecer,Nublado,3,15,0,8,1,7,6,1
Sao Luiz Gonzaga,285,5785,Colisão Frontal,Falta De Atenção À Condução,Reta,Simples,Plena Noite,Nublado,2,8,0,2,2,0,6,0
Sao Vicente Do Sul,287,328.5,Colisão Lateral,Outras,Curva,Simples,Plena Noite,Nevoeiro/Neblina,2,34,2,26,2,24,6,0
Serra Caiada,226,74.4,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Amanhecer,Ceu Claro,2,6,0,0,0,0,6,0
Sobral,222,183,Saída De Pista,Velocidade Incompatível,Curva,Simples,Plena Noite,Vento,1,60,20,34,34,0,6,0
Tanquinho,324,4654,Colisão Frontal,Ultrapassagem Indevida,Não Informado,Simples,Pleno Dia,Céu Claro,2,10,0,4,2,2,6,0
Tijucas Do Sul,376,653,Saída De Pista,Outras,Reta,Duplicada,Plena Noite,Chuva,1,38,0,32,2,30,6,0
Timon,316,594,Colisão Traseira,Desobediência À Sinalização,Reta,Simples,Pleno Dia,Ceu Claro,6,21,3,12,12,0,6,0
Triunfo,386,390,Colisão Traseira,Defeito Mecânico Em Veículo,Reta,Duplicada,Plena Noite,Ceu Claro,2,7,1,0,0,0,6,0
Tucurui,422,200,Capotamento,Defeito Na Via,Reta,Simples,Pleno Dia,Ceu Claro,1,8,0,2,0,2,6,0
Uberlandia,365,5968,Engavetamento,Velocidade Incompatível,Não Informado,Simples,Plena Noite,Céu Claro,7,14,2,6,5,1,6,0
Varzea Grande,364,461,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Ceu Claro,5,12,3,3,3,0,6,0
Viseu,308,262,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,8,1,1,1,0,6,0
Acari,427,36.9,Colisão Frontal,Outras,Reta,Simples,Amanhecer,Ceu Claro,2,8,0,3,3,0,5,0
Agronomica,470,155.3,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,2,7,0,2,2,0,5,0
Aguas Lindas De Goias,70,9.5,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Chuva,2,7,2,0,0,0,5,0
Alagoinhas,110,318.3,Colisão Lateral,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Chuva,2,6,1,0,0,0,5,0
Alem Paraiba,116,810.8,Saída De Pista,Velocidade Incompatível,Curva,Simples,Plena Noite,Ignorada,1,34,1,28,19,9,5,0
Alto Paraiso,364,545,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,33,0,1,0,1,5,27
Altos,343,302,Colisão Frontal,Desobediência À Sinalização,Curva,Simples,Plena Noite,Ceu Claro,2,7,1,0,0,0,5,1
Altos,343,324.9,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,6,1,0,0,0,5,0
Alvorada,153,753.7,Colisão Lateral,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,57,1,51,46,5,5,0
Alvorada,153,7442,Colisão Frontal,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,3,11,1,5,4,1,5,0
Alvorada Do Norte,20,163,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Ceu Claro,2,9,0,4,2,2,5,0
Anapolis,153,433.4,Colisão Frontal,Outras,Reta,Duplicada,Pleno Dia,Sol,2,6,0,1,1,0,5,0
Andira,369,44,Atropelamento De Pessoa,Outras,Curva,Simples,Pleno Dia,Nublado,3,32,15,11,2,9,5,1
Antonio Dias,381,302.4,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Amanhecer,Nublado,3,7,2,0,0,0,5,0
Aparecida,116,67.4,Colisão Com Objeto Móvel,Outras,Reta,Duplicada,Plena Noite,Nublado,3,24,2,17,5,12,5,0
Apucarana,376,237.9,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Nublado,2,8,0,3,3,0,5,0
Araguaina,153,164.1,Colisão Transversal,Defeito Na Via,Reta,Simples,Pleno Dia,Chuva,2,10,0,5,5,0,5,0
Araguari,50,47.7,Colisão Lateral,Outras,Curva,Simples,Plena Noite,Chuva,2,6,1,0,0,0,5,0
Araquari,280,42.1,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ignorada,2,6,1,0,0,0,5,0
Arataca,101,552,Colisão Com Objeto Fixo,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,1,6,0,1,0,1,5,0
Ascurra,470,88.7,Colisão Frontal,Desobediência À Sinalização,Curva,Simples,Plena Noite,Ceu Claro,2,8,1,2,0,2,5,0
Augusto De Lima,135,549,Colisão Lateral,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,5,33,2,26,23,3,5,0
Bacabeira,135,471,Colisão Traseira,Falta De Atenção À Condução,Reta,Duplicada,Amanhecer,Céu Claro,2,6,1,0,0,0,5,0
Barra Do Pirai,393,250,Colisão Lateral,Outras,Reta,Simples,Pleno Dia,Nublado,2,7,0,2,0,2,5,0
Barra Do Pirai,393,274,Colisão Lateral,Velocidade Incompatível,Curva,Simples,Pleno Dia,Ceu Claro,2,19,0,14,8,6,5,0
Barro Duro,316,100,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,2,46,0,41,7,34,5,0
Barrolandia,153,458.7,Colisão Lateral,Dormindo,Reta,Simples,Plena Noite,Ceu Claro,2,63,3,55,32,23,5,0
Bela Vista De Minas,381,344.5,Saída De Pista,Dormindo,Reta,Simples,Plena Noite,Ceu Claro,1,28,0,23,22,1,5,0
Boa Vista Das Missoes,158,868,Colisão Transversal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Nublado,2,9,0,4,2,2,5,0
Bocaina Do Sul,282,1745,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Anoitecer,Chuva,2,7,2,0,0,0,5,0
Bocaiuva,135,388,Colisão Transversal,Outras,Curva,Simples,Plena Noite,Chuva,2,6,0,1,0,1,5,0
Bom Jesus Das Selvas,222,547,Colisão Frontal,Desobediência À Sinalização,Curva,Simples,Pleno Dia,Sol,2,6,0,1,0,1,5,0
Brasilandia Do Tocantins,153,274,Colisão Frontal,Dormindo,Reta,Simples,Amanhecer,Ceu Claro,2,6,1,0,0,0,5,0
Brasilia,20,17,Saída De Pista,Ingestão De Álcool,Reta,Duplicada,Plena Noite,Ceu Claro,2,8,2,1,0,1,5,0
Buritizeiro,365,212.7,Colisão Frontal,Dormindo,Reta,Simples,Plena Noite,Chuva,2,6,1,0,0,0,5,0
Cachoeira Alta,364,100.6,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Ceu Claro,2,8,0,3,3,0,5,0
Cachoeira De Pajeu,116,20.1,Colisão Frontal,Falta De Atenção,Curva,Simples,Plena Noite,Nevoeiro/Neblina,2,6,1,0,0,0,5,0
Cachoeira De Pajeu,116,27,Colisão Transversal,Outras,Curva,Simples,Plena Noite,Ceu Claro,2,6,1,0,0,0,5,0
Cacoal,364,261.8,Colisão Transversal,Outras,Reta,Simples,Pleno Dia,Chuva,2,6,0,1,0,1,5,0
Camacan,101,580,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,3,7,1,0,0,0,5,1
Camapua,60,1804,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Nublado,2,6,0,1,1,0,5,0
Campanha,381,778.2,Colisão Lateral,Outras,Reta,Duplicada,Pleno Dia,Sol,4,8,2,1,1,0,5,0
Campinorte,153,156,Colisão Frontal,Falta De Atenção À Condução,Não Informado,Simples,Plena Noite,Céu Claro,2,6,1,0,0,0,5,0
Campo Mourao,272,375.2,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Nevoeiro/Neblina,2,5,0,0,0,0,5,0
Campo Novo,468,74,Saída De Pista,Velocidade Incompatível,Reta,Simples,Plena Noite,Nublado,3,7,1,1,0,1,5,0
Campos Altos,262,597.7,Colisão Frontal,Outras,Curva,Simples,Plena Noite,Chuva,2,31,2,24,4,20,5,0
Campos Dos Goytacazes,101,61,Colisão Transversal,Falta De Atenção,Curva,Simples,Plena Noite,Nevoeiro/Neblina,2,8,0,3,1,2,5,0
Campos Dos Goytacazes,101,92,Colisão Frontal,Falta De Atenção,Curva,Simples,Plena Noite,Ceu Claro,2,6,1,0,0,0,5,0
Campos Novos,282,344.5,Colisão Frontal,Dormindo,Reta,Simples,Plena Noite,Ceu Claro,3,8,2,1,1,0,5,0
Campos Novos,282,3273,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,6,0,1,1,0,5,0
Campos Novos,470,291.4,Colisão Transversal,Falta De Atenção,Reta,Simples,Plena Noite,Nublado,2,6,1,0,0,0,5,0
Candeias,324,594,Colisão Frontal,Outras,Reta,Duplicada,Pleno Dia,Nublado,2,9,0,4,4,0,5,0
Candeias,324,595,Colisão Traseira,Outras,Reta,Duplicada,Amanhecer,Chuva,4,10,4,1,1,0,5,0
Candeias Do Jamari,364,667,Colisão Frontal,Desobediência À Sinalização,Curva,Simples,Plena Noite,Ceu Claro,2,6,1,0,0,0,5,0
Canoas,386,444.7,Colisão Frontal,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Nublado,2,5,0,0,0,0,5,0
Canoinhas,280,2624,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,4,8,2,1,1,0,5,0
Cantagalo,277,419.9,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Chuva,2,9,0,4,3,1,5,0
Capanema,308,154,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Plena Noite,Ceu Claro,2,8,1,2,2,0,5,0
Capanema,316,163.7,Colisão Frontal,Animais Na Pista,Reta,Simples,Plena Noite,Chuva,2,6,0,1,0,1,5,0
Capela,101,44.5,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Sol,2,6,0,0,0,0,5,1
Carandai,40,674.4,Colisão Lateral,Velocidade Incompatível,Curva,Simples,Pleno Dia,Ceu Claro,4,11,0,6,0,6,5,0
Carira,235,105.5,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Sol,2,8,2,1,1,0,5,0
Carolina,10,72.1,Colisão Transversal,Outras,Curva,Simples,Amanhecer,Ceu Claro,2,7,0,2,2,0,5,0
Carolina,230,524.5,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Sol,3,11,1,5,5,0,5,0
Caruaru,104,76.4,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Plena Noite,Nublado,3,7,0,0,0,0,5,2
Cascavel,369,519,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Ceu Claro,2,8,0,3,3,0,5,0
Casimiro De Abreu,101,212,Colisão Frontal,Ultrapassagem Indevida,Reta,Duplicada,Anoitecer,Ceu Claro,3,7,1,1,1,0,5,0
Cassilandia,158,11,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,2,6,0,1,1,0,5,0
Catuji,116,222.3,Colisão Frontal,Outras,Curva,Simples,Plena Noite,Nevoeiro/Neblina,2,39,0,34,10,24,5,0
Caucaia,20,405.5,Colisão Traseira,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,6,1,0,0,0,5,0
Ceu Azul,277,626.3,Colisão Lateral,Outras,Curva,Simples,Pleno Dia,Ceu Claro,2,11,0,6,6,0,5,0
Ceu Azul,277,634.3,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Ceu Claro,3,7,2,0,0,0,5,0
Ceu Azul,277,6345,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Céu Claro,6,13,4,4,3,1,5,0
Cicero Dantas,110,135.7,Colisão Frontal,Ingestão De Álcool,Curva,Simples,Pleno Dia,Nublado,2,6,1,0,0,0,5,0
Cocalzinho De Goias,70,21,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,6,1,0,0,0,5,0
Colonia Leopoldina,416,14,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Nublado,2,9,0,4,4,0,5,0
Concordia,153,95.7,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Chuva,2,6,1,0,0,0,5,0
Conde,101,94,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Sol,2,9,0,4,2,2,5,0
Conselheiro Lafaiete,40,624,Colisão Frontal,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Céu Claro,3,11,0,5,2,3,5,1
Corinto,135,573.2,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Ceu Claro,3,13,0,8,5,3,5,0
Corinto,135,5908,Colisão Transversal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,6,0,1,0,1,5,0
Correntina,20,20.8,Colisão Transversal,Defeito Na Via,Reta,Simples,Plena Noite,Ignorada,3,10,3,2,1,1,5,0
Corupa,280,92.7,Colisão Frontal,Defeito Mecânico Em Veículo,Curva,Simples,Pleno Dia,Nublado,2,33,0,28,18,10,5,0
Cristalina,40,61.5,Colisão Frontal,Outras,Reta,Simples,Amanhecer,Ceu Claro,2,9,0,4,1,3,5,0
Cristalina,50,116,Colisão Frontal,Outras,Curva,Simples,Anoitecer,Chuva,2,24,1,18,18,0,5,0
Curitiba,116,119.5,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Nublado,4,8,1,2,2,0,5,0
Curitiba,476,1415,Colisão Com Objeto Estático,Ingestão De Álcool,Reta,Duplicada,Amanhecer,Nublado,2,7,0,2,1,1,5,0
Currais Novos,226,166.8,Colisão Frontal,Outras,Curva,Simples,Pleno Dia,Chuva,2,7,0,2,2,0,5,0
Curvelo,135,647.1,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,3,7,2,0,0,0,5,0
Curvelo,40,377.4,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Nublado,5,10,2,3,1,2,5,0
Divisa Alegre,116,4,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,2,6,1,0,0,0,5,0
Divisa Alegre,116,12.3,Colisão Frontal,Outras,Curva,Simples,Amanhecer,Nublado,2,6,1,0,0,0,5,0
Dom Eliseu,10,147,Saída De Leito Carroçável,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Céu Claro,1,9,0,4,0,4,5,0
Domingos Martins,262,40,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Plena Noite,Ceu Claro,3,43,0,38,11,27,5,0
Elesbao Veloso,316,167.2,Colisão Frontal,Outras,Curva,Simples,Pleno Dia,Ceu Claro,2,6,0,1,1,0,5,0
Engenheiro Caldas,116,4478,Colisão Transversal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,10,0,5,4,1,5,0
Engenheiro Navarro,135,428.8,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Nublado,2,6,0,1,0,1,5,0
Esmeraldas,40,500,Colisão Lateral,Falta De Atenção,Reta,Duplicada,Plena Noite,Nublado,2,39,2,32,2,30,5,0
Estancia,101,134.9,Colisão Frontal,Outras,Curva,Simples,Pleno Dia,Nublado,2,8,2,1,0,1,5,0
Estiva,381,880,Colisão Traseira,Outras,Reta,Duplicada,Plena Noite,Nublado,2,9,1,3,3,0,5,0
Eunapolis,101,691.1,Colisão Lateral,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,2,6,1,0,0,0,5,0
Extrema,381,943.4,Atropelamento De Animal,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,3,6,0,1,1,0,5,0
Flores De Goias,20,103,Colisão Transversal,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Chuva,2,6,0,1,1,0,5,0
Formosa,20,6.3,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,6,0,1,1,0,5,0
Formosa,20,14,Colisão Transversal,Falta De Atenção,Reta,Simples,Amanhecer,Nevoeiro/Neblina,2,11,0,6,3,3,5,0
Formosa,20,19,Colisão Frontal,Ultrapassagem Indevida,Reta,Duplicada,Anoitecer,Vento,2,6,1,0,0,0,5,0
Formosa,20,21.5,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,3,9,0,4,2,2,5,0
Formosa,20,58.4,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Plena Noite,Ignorada,4,14,2,7,6,1,5,0
Fundao,101,231.3,Colisão Frontal,Não Guardar Distância De Segurança,Reta,Duplicada,Pleno Dia,Ceu Claro,5,15,1,9,8,1,5,0
Goiana,101,9,Colisão Lateral,Outras,Reta,Simples,Pleno Dia,Sol,6,11,1,5,2,3,5,0
Goiana,101,30,Saída De Pista,Velocidade Incompatível,Curva,Duplicada,Amanhecer,Chuva,1,41,1,30,0,30,5,5
Goio-Ere,272,429,Colisão Transversal,Desobediência À Sinalização,Reta,Simples,Plena Noite,Nublado,2,8,0,2,2,0,5,1
Grao Mogol,251,412.4,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Amanhecer,Nublado,2,6,0,1,0,1,5,0
Grao Mogol,251,445.2,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,3,7,1,1,0,1,5,0
Guapo,60,2007,Colisão Frontal,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,2,9,0,4,4,0,5,0
Guaraniacu,277,529,Colisão Frontal,Ingestão De Álcool,Curva,Simples,Plena Noite,Nevoeiro/Neblina,2,6,1,0,0,0,5,0
Guaranta Do Norte,163,1050,Colisão Transversal,Falta De Atenção À Condução,Reta,Simples,Plena Noite,Céu Claro,2,5,0,0,0,0,5,0
Guarapuava,277,365.6,Colisão Transversal,Defeito Mecânico Em Veículo,Reta,Simples,Pleno Dia,Sol,2,6,1,0,0,0,5,0
Guaratuba,376,676.7,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Ceu Claro,8,13,3,5,3,2,5,0
Guarulhos,116,211,Colisão Traseira,Falta De Atenção,Reta,Duplicada,Amanhecer,Ceu Claro,2,8,0,3,0,3,5,0
Herval Doeste,282,379.4,Colisão Frontal,Defeito Mecânico Em Veículo,Curva,Simples,Pleno Dia,Ceu Claro,3,8,0,3,1,2,5,0
Ibirapitanga,101,421,Tombamento,Velocidade Incompatível,Curva,Simples,Pleno Dia,Céu Claro,4,11,2,4,3,1,5,0
Icara,101,3688,Colisão Frontal,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,2,7,0,2,0,2,5,0
Icem,153,6.9,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Chuva,2,8,0,3,2,1,5,0
Imbau,376,395.1,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,6,1,0,0,0,5,0
Indiara,60,252.9,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,5,0,0,0,0,5,0
Irai,386,9.5,Colisão Lateral,Falta De Atenção,Reta,Simples,Amanhecer,Ceu Claro,2,35,0,30,2,28,5,0
Itabirito,40,572,Colisão Frontal,Dormindo,Reta,Simples,Pleno Dia,Sol,2,6,1,0,0,0,5,0
Itabirito,40,579,Colisão Frontal,Dormindo,Curva,Simples,Pleno Dia,Ignorada,4,13,7,1,1,0,5,0
Itabirito,40,588,Colisão Frontal,Outras,Curva,Simples,Pleno Dia,Ceu Claro,3,10,0,5,2,3,5,0
Itagimirim,101,677.1,Colisão Frontal,Falta De Atenção,Curva,Simples,Pleno Dia,Chuva,2,53,10,38,8,30,5,0
Itaguara,381,563.5,Colisão Traseira,Outras,Reta,Duplicada,Anoitecer,Ceu Claro,7,15,3,7,0,7,5,0
Itambacuri,116,313.5,Colisão Frontal,Desobediência À Sinalização,Curva,Simples,Plena Noite,Nublado,3,7,1,1,1,0,5,0
Itapebi,101,663.3,Colisão Lateral,Velocidade Incompatível,Curva,Simples,Pleno Dia,Chuva,2,17,5,7,5,2,5,0
Itapecuru Mirim,135,102,Colisão Frontal,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Chuva,2,6,1,0,0,0,5,0
Itapecuru Mirim,222,191.5,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Nublado,2,6,0,1,1,0,5,0
Itaperuna,356,26.1,Colisão Transversal,Desobediência À Sinalização,Reta,Simples,Anoitecer,Ceu Claro,2,10,3,2,1,1,5,0
Iuna,262,190.4,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Chuva,2,8,1,2,0,2,5,0
Jaciara,364,285.3,Tombamento,Outras,Curva,Simples,Plena Noite,Nublado,2,6,0,1,0,1,5,0
Jaguaruna,101,348.3,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,4,7,0,2,0,2,5,0
Jampruca,116,3492,Colisão Frontal,Condutor Dormindo,Reta,Simples,Amanhecer,Nublado,2,5,0,0,0,0,5,0
Jangada,364,483,Colisão Frontal,Defeito Na Via,Reta,Simples,Anoitecer,Chuva,2,41,0,1,1,0,5,35
Jaragua,153,368.2,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,6,1,0,0,0,5,0
Jaraguari,163,513.5,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Ceu Claro,2,5,0,0,0,0,5,0
Jaru,364,423,Saída De Pista,Defeito Na Via,Reta,Simples,Pleno Dia,Ignorada,1,5,0,0,0,0,5,0
Jaru,364,442,Colisão Lateral,Ultrapassagem Indevida,Reta,Simples,Pleno Dia,Chuva,2,6,0,1,0,1,5,0
Jatai,364,136.1,Colisão Frontal,Velocidade Incompatível,Reta,Simples,Pleno Dia,Ceu Claro,2,7,0,2,2,0,5,0
Jequie,116,692,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Ceu Claro,7,55,49,1,1,0,5,0
Jeremoabo,110,83.5,Colisão Frontal,Ultrapassagem Indevida,Reta,Simples,Plena Noite,Ceu Claro,2,6,0,1,1,0,5,0
Joao Camara,406,74,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,3,9,2,2,1,1,5,0
Joao Pinheiro,40,135.7,Colisão Traseira,Ingestão De Álcool,Reta,Simples,Amanhecer,Ceu Claro,3,6,0,1,0,1,5,0
Jucurutu,226,257.3,Saída De Pista,Outras,Reta,Simples,Amanhecer,Ceu Claro,1,6,1,0,0,0,5,0
Juiz De Fora,40,7684,Colisão Frontal,Velocidade Incompatível,Curva,Simples,Pleno Dia,Nublado,2,9,0,4,3,1,5,0
Lajeado,386,342.2,Colisão Traseira,Não Guardar Distância De Segurança,Reta,Simples,Pleno Dia,Chuva,3,8,2,1,1,0,5,0
Lajeado Novo,226,498,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,6,0,1,0,1,5,0
Lajedinho,242,269.5,Colisão Frontal,Falta De Atenção,Curva,Simples,Amanhecer,Ceu Claro,2,8,1,2,2,0,5,0
Laranjal,116,737.3,Colisão Frontal,Dormindo,Curva,Simples,Plena Noite,Ceu Claro,2,6,1,0,0,0,5,0
Lencois,242,308,Colisão Lateral,Outras,Curva,Simples,Plena Noite,Chuva,2,6,1,0,0,0,5,0
Leopoldina,116,7521,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,7,1,1,1,0,5,0
Luis Eduardo Magalhaes,20,174,Colisão Frontal,Dormindo,Reta,Simples,Pleno Dia,Sol,2,7,1,1,0,1,5,0
Luz,262,508.5,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,3,43,0,38,27,11,5,0
Luz,262,510,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,7,1,1,1,0,5,0
